…分之… | Fraction
票样 | Sample ticket
票面 | Ticket face
祭义 | Ritual propriety
祭以 | To sacrifice with
祭余大 | Offer sacrifices to the deceased elder
祭司 | Priest
祭告 | To inform
祭品 | Offerings
祭器 | Ritual Objects
祭坛 | Altar
祭天 | Sacrificing to heaven
祭奠 | Worship
祭庆 | Festival celebration
祭拜 | Worship
祭本学 | Offer sacrifices to the school
祭祀 | Sacrifice
祭祖 | Ancestor worship
祭祷 | Ritual sacrifice
祷告 | Pray
祷雨 | Praying for rain
祸不单行 | One misfortune follows another
祸害 | Disaster
祸患 | Troubles and disasters
祸福 | Fortune and misfortune
祸首 | Culprit
禀告 | Report
禀性 | Natural disposition
禀赋 | Natural Endowment
禁不住 | Can't help
禁令 | Prohibition
禁军 | Forbidden army
禁区 | Forbidden area
禁卫军 | Guard army
禁得起 | Able to bear
禁忌 | Taboo
禁欲 | Celibacy
禁欲主义 | Asceticism
禁止 | Forbid
禁止停车 | No stopping
禁毒 | Drug prohibition
禁渔区 | Fishing ban area
禁渔期 | Fishing ban period
禁烟 | No smoking
禁运 | Embargo
禁锢 | Imprisoned
禁阻 | Prohibition
禁食 | Fasting
禄东赞 | Lu Dongyan
禅宗 | Zen Buddhism
禅师 | Zen master
禅意 | Zen spirit
禅房 | Meditation room
禅杖 | Zen staff
禅院 | Zen Monastery
福克兰群岛 | Falkland Islands
福分 | Good fortune
福利 | Welfare
福利院 | Welfare home
福娃 | Bean Babies
福子 | Fukuzi
福字 | Lucky character
福寿之 | Of Good Fortune and Longevity
福将 | Lucky general
福尔 | Fowler
福尔摩斯 | Sherlock Holmes
福岛 | Fukushima
福州 | Fuzhou
福州人 | People from Fuzhou
福州市 | Fuzhou City
福布斯 | Forbes
福建 | Fujian
福建人民出版社 | Fujian People's Publishing House
福建省 | Fujian Province
福斯特 | Foster
福新 | Fuk Xin
福昌 | Fucheng
福林 | Fukelin
福橘 | Blessed Orange
福气 | Blessing
福河 | Fuhu River
福泉 | Fukuan
福特汽车公司 | Ford Motor Company
福祉 | Welfare
福程翔 | Fu Chengxiang
福聚德 | Fukujide
福聚德日 | Festival of Accumulating Virtue
福音 | Gospel
福音书 | Gospel
福顺 | Lucky and prosperous
福鼎 | Fuding
禹刑 | Yu's Laws
禹城 | Yucheng
禹州 | Yuzhou
离下 | Leaving behind
离不了 | Unable to leave
离不开 | Can't do without
离京 | Leaving the capital
离人 | Away from people
离任 | To leave office
离休 | to retire (used for cadres who joined the communist party before October 1
离别 | Farewell
离去 | To leave
离地 | Off the ground
离城远 | Far from the city
离墙 | Away from the wall
离奇 | Bizarre
离奇古怪 | Bizarre
离婚 | Divorce
离子 | Ion
离子交换 | Ion exchange
离家 | To leave home
离家出走 | Run away from home
离岸 | Away from the shore
离席 | To leave
离开 | Leave
离异 | Dissolution
离弃 | Abandon
离弦 | 
离得 | Far enough
离得开 | Able to Separate
离心力 | Centrifugal force
离心机 | Centrifuge
离恨 | Separation of sorrow
离情别绪 | Feelings of parting and separation
离愁 | Sorrow of parting
离散 | Disperse
离析 | Separation
离核 | Away from the nucleus
离核近 | Close to the nucleus
离池 | Away from the pool
离离 | 
离经叛道 | Outlaw
离群 | To leave a herd
离职 | Resign
离谱儿 | Ridiculous
离队 | Leave one's post
离题万里 | Far off the subject
离骚 | Lament for Separation
禽兽 | Beast or savage
禽流感 | Avian Influenza
禽畜 | Poultry and livestock
禽类 | Poultry
禽蛋 | Eggs
禽鸟 | Birds and animals
禾本科 | Poaceae
禾稻 | Rice paddies
禾苗 | Seedling
秀丽 | Beautiful
秀发 | Flowing hair
秀山 | Xiushan Tujiazu-Miaozu autonomous county
秀才 | Village scholar
秀气 | Fragrance
秀秀晴 | Beautiful
秀竹 | Bamboo Grove
秀美 | Beautiful
秀色 | Beautiful woman
私下 | Privately
私下里 | Privately
私事 | Private matter
私人 | Private
私人教师 | Private tutor
私利 | Personal gain
私号 | Private name
私囊 | Private Purse
私地 | Private Land
私塾 | Private school
私学 | Private education
私家 | Private
私家车 | Private car
私密 | Private
私德 | Private virtue
私心 | Selfishness
私房钱 | Private money
私斗 | Private fights
私有 | Private ownership
私有制 | Private property
私有化 | Privatization
私有财产 | Private Property
私民 | Private Citizens
私立 | Private
私臣 | Private minister
私自 | Privately
私营 | Private
私营企业 | Private enterprise
私营经济 | Private economy
私语 | Whispering
秃头 | Bald
秃鹰 | Bald eagle
秃鹳 | White stork
秉公 | Justly
秉公执法 | Uphold the Law
秉承 | Uphold
秉持 | To hold
秋光 | Autumn light
秋冬 | Autumn
秋冬之交 | Transition between autumn and winter
秋分 | Qiufen
秋初 | Early autumn
秋千 | Swings
秋夕 | Mid-Autumn Festival
秋夜 | Autumn Night
秋天 | Autumn
秋季 | Autumn
秋容 | Autumn Beauty
秋影 | Autumn Shadows
秋影入 | Autumn shadows falling
秋思 | Qiushi
秋收 | Harvest
秋收起义 | Autumn Uprising
秋日 | Autumn day
秋景 | Autumn scenery
秋月 | Autumn Moon
秋有 | Has autumn
秋水 | Autumn water
秋水共长天一色 | Autumn waters merge with the vast sky
秋江 | Autumn River
秋点兵 | Autumn muster
秋熟 | Autumn harvest
秋爽斋 | Jiu Shuang Zhai
秋瑾 | Qiujin
秋色 | Autumn colors
秋菊 | Autumn chrysanthemums
秋词 | Autumn poems
秋选自 | Qiū Xuǎn Zì
秋阳 | Autumn sun
秋雁 | Migratory geese in autumn
秋雨 | Autumn Rain
秋霜 | Autumn Frost
秋风 | Autumn wind
秋马作 | Autumn Horses
秋高气爽 | Clear
秋高风 | Qiu Gao Feng
种一坡 | Plant a Slope
种上 | To plant
种下 | Plant
种些 | Plant some
种作 | Planting crops
种元素 | Elemental
种即 | Seed
种取 | 
种地 | To farm
种姓 | Caste
种子 | 
种子公司 | Seed Company
种子数 | Number of Seeds
种数 | Species
种族 | Race
种族主义 | Racism
种族歧视 | racism
种族隔离 | Apartheid
种树 | Planting trees
种桑麻明 | Planting mulberry and flax
种棵 | Species
种植 | Plant
种植业 | Agriculture
种植园 | Plantation
种植园主 | Plantation owner
种满 | Planted with
种牛痘 | Vaccinate with Cowpox
种瓜 | Planting melons
种田 | Farm
种皮 | Seed coat
种种 | Various
种种原因 | Various reasons
种类 | Kind
种粮 | To grow grain
种群 | Population
种草 | To plant grass
种菜 | To grow vegetables
种质 | Germplasm
种里 | In kind
种颜色 | Color types
种马 | Breed horse
种鸟 | Raise birds
种麦 | Plant Wheat
科举 | Imperial examination
科举制 | Examination system
科举制度 | Imperial Examination System
科举考试 | Imperial Examination
科伦坡 | Colombo
科加迪勒 | 
科及 | Department and
科场 | Examination System
科姆 | Come
科威特 | Kuwait
科学 | Science
科学仪器 | Scientific Instruments
科学化 | Scientificization
科学史 | History of science
科学合理 | Scientifically Reasonable
科学城 | Science City
科学学 | Scientific Study
科学实验 | Scientific experiment
科学家 | Scientist
科学幻想 | Science fiction
科学态度 | Scientific attitude
科学性 | Scientific Nature
科学技术 | Science and technology
科学时代 | Scientific Era
科学杂志 | Scientific magazine
科学界 | Scientific community
科学知识 | Scientific knowledge
科学研究 | Scientific research
科学种田 | Scientific gardening
科学管理 | Scientific management
科学素养 | Scientific Literacy
科学著作 | Scientific Work
科学论断 | Scientific conclusion
科学试验 | Scientific Experimentation
科学课 | Science lesson
科学院 | Academy of Sciences
科尔 | Kohl
科尔沁 | Koxhing
科尔沁左翼后旗 | Ke'erqin zuoyi houqi
科属 | Affiliated-administered
科属种 | Taxonomic Rank
科幻 | Sci-fi
科幻小说 | Science Fiction
科恩 | Cohen
科技 | Technology
科技交流 | Scientific exchange
科技人员 | Technical personnel
科技人才 | Scientific and technological personnel
科技体制 | Scientific system
科技兴农 | Science and technology to promote agriculture
科技含量 | Technological content
科技园 | Science and Technology Park
科技园区 | Science and technology park
科技型 | Technology-Based
科技奖 | Science and technology award
科技成就 | Technological achievements
科技成果 | Scientific and technological achievements
科技攻关 | Technology Breakthrough
科技界 | Technology
科技知识 | Technological knowledge
科技节 | Science Festival
科技进步 | Technological progress
科技领域 | Technological field
科技馆 | Science and Technology Museum
科摩罗 | Comoros
科教 | Education and Science
科教兴国 | Science
科斯特 | Coste
科普 | Popular science
科普读物 | Popular science books
科条 | Articles
科波菲 | Capufe
科特迪瓦 | Côte d'Ivoire
科犬 | Hound
科狐 | Fox Family
科目 | Subject
科研 | Scientific research
科研人员 | Research Personnel
科研单位 | Research institute
科研成果 | Research achievements
科研机构 | Research institution
科研院所 | Research Institutes
科科斯 | Cocos Islands
科等 | Rank
科索沃 | Kosovo
科罗拉多 | Colorado
科考 | Imperial examination.
科莫 | Como
科萨科夫 | Koshakoff
科西 | 
科西嘉岛 | Corsica
科迪纳利山 | Kodinaly Mountain
科隆 | Colón
秒钟 | Instant
秕谷 | Shriveled Grain
秘书 | Secretary
秘书处 | Secretariat
秘书长 | Secretary-General
秘传 | Secretly transmitted
秘密 | Secret
秘密文件 | Confidential document
秘密社会 | Secret society
秘就 | 
秘方 | Secret recipe
秘河 | Río de la Plata
秘诀 | Secret
秘鲁 | Peru
租借 | Rent
租借地 | Concession lands
租地 | Leasehold
租定 | Rented
租用 | Rent
租界 | Concession
租种 | Rent seeds
租税 | Rent tax
租赁 | Lease
租金 | Rent
秤杆 | Scale rod
秤盘 | Weighing plate
秤钩 | Balance beam
秦久 | Long time ago
秦人 | Qin people
秦代 | Qin Dynasty
秦军 | Qin army
秦后 | Qin Empress
秦国 | Qin State
秦复立 | Qin re-established
秦失 | Qin lost
秦始皇 | Qin Shi Huang
秦始皇陵 | Emperor Qin Shi Huang's Mausoleum
秦岭 | Qinling Mountains
秦岭山脉 | Qinling Mountains
秦川 | Qin region
秦州 | Qin Prefecture
秦惠王 | Qin Huiwang
秦感 | QinGan
秦时 | During the Qin Dynasty
秦晋 | Qin and Jin dynasties
秦晓文 | Qin Xiaowen
秦朝 | Qin Chao
秦末 | At the end of the Qin Dynasty
秦楚 | Qin and Chu
秦民大 | The Qin people were numerous
秦汉 | Qin and Han Dynasties
秦淮 | Qinhuai River
秦淮河 | Qin River
秦灭 | Qin's destruction
秦王 | Qin Wang
秦琼 | *Qin Zhong*
秦皇岛 | Qinhuangdao
秦皇汉 | Qin Huang Han
秦相吕 | Lu from Qin
秦穆公 | Qin Mugong
秦结 | Qin-style knot (often referring to a complex
秦腔 | Qin Opera
秦苑 | Qin Garden
秦观 | Qin Guanyu
秦贼施 | Qin's traitors plotted
秦风 | Qin Style
秧歌 | Yangko
秧苗 | Seedlings
秩共公守 | Maintain order and discipline
秩序 | Order
秩斯干 | Zhishi Gan
秩水 | 
积为 | Product is
积为求 | Summation to Find
积云 | Cumulus
积作 | Accumulated work
积例 | Product
积像 | Accumulate like
积分 | Points
积分榜 | Scoring board
积加 | Sum
积劳成疾 | Overwork Leads to Illness
积压 | Accumulation
积善成德 | Accumulate good deeds to become virtuous
积块 | Lump
积墨法 | Accumulation of ink method
积存 | To accumulate
积少成多 | Accumulate little to make much
积怨 | Accumulated resentment
积攒 | Accumulate
积是 | The sum is
积木 | Building blocks
积极 | Active
积极主动 | Proactive
积极争取 | Actively Strive
积极关注 | Active attention
积极参与 | Active participation
积极合作 | Active cooperation
积极向上 | Positive and upward-looking
积极因素 | Positive factors
积极开展 | Actively promote
积极思考 | Active Thinking
积极性 | Initiative
积极意义 | Positive significance
积极探索 | Active exploration
积极支持 | Actively support
积极行动 | Positive action
积极进取 | Proactive and ambitious
积气 | Accumulate energy
积水 | Accumulated Water
积淀 | Accumulate
积等 | Accumulation
积累 | Accumulate
积聚 | Accumulation
积肥 | Fertilizer accumulation
积蓄 | Save
积薪 | Gather firewood
积贫积弱 | Accumulation of poverty and weakness
积越 | Increasing
积雨 | Accumulating rain
积雨云 | Cumulonimbus
积雪 | Snow
称一坊 | Measure one lane
称不以 | Not to be called
称为 | Be called
称之为 | Called
称作 | Be called
称做 | Called
称其为 | Called it
称厢军 | Refer to the Xiang Army
称叠 | To stack
称号 | Title
称后 | To be recognized
称呼 | Address
称唐 | 
称图 | Map
称大楚 | Call it Great Chu
称帝 | Proclaim oneself emperor
称引 | Citation
称得上 | Can be said to
称心满意 | Satisfied
称惠能 | Referring to He Weina
称手 | To be adept at
称数 | Praise
称有 | To acknowledge
称横渠 | The Yellow River
称此 | Refer to this
称细 | Fine
称职 | Qualified
称莲为 | To call lotus
称誉 | Reputation
称谓 | Term of address
称谓语 | Title
称谢 | To express thanks
称赞 | Praise
称述 | Describe
称道 | Laudable
称重 | To weigh
称量 | To measure
称霸 | Dominate
称霸一方 | To dominate a region
称霸世界 | Dominate the world
称颂 | Praise
称龙鳞装 | Dragon Scale Armor
秸秆 | Straw
移交 | Hand over
移位 | Shift
移入 | Move in
移出 | Remove
移到 | Moved
移动 | Move
移动电话 | Mobile phone
移动硬盘 | Portable hard drive
移去 | Removed
移居 | To migrate
移山 | Move Mountain
移开 | Remove
移彼丰 | Move the Abundance There
移成 | Move into
移接 | Transfer
移栽 | Transplanting
移植 | Transplant
移此丰 | Move this for abundance
移民 | Immigrant
移注 | Transferring liquid
移臂 | Moving arms
移至 | Move to
移行 | Transition
移走 | Move away
移过 | Move over
移近 | Move closer
移送 | Report
移项 | Shift
稀土元素 | Rare earth elements
稀土金属 | Rare earth element
稀奇 | Rare
稀奇古怪 | Strange and peculiar
稀少 | Sparse
稀有 | Rare
稀有气体 | Rare gas
稀有金属 | Rare metals
稀树草原 | Thornbush Prairie
稀汤 | Thin soup
稀疏 | Sparse
稀盐酸 | Dilute hydrochloric acid
稀硫酸 | Dilute sulfuric acid
稀碘液 | Dilute iodine solution
稀稀拉拉 | Sparse
稀稀疏疏 | Sparse
稀罕 | Rare
稀胶 | Rare glue
稀落 | Scattered sparsely
稀薄 | Thin
稀释 | Dilute
稀饭 | Porridge
程中 | Within the system
程十 | Ten degrees
程后 | After the course
程如 | As (a course
程序 | Program
程序化 | Proceduralization
程序员 | Programmer
程序性 | Program
程序控制 | Program Controlled
程序设计 | Computer programming
程度 | Degree
程度较高 | High degree
程式 | Form
程式化 | Programmed
程控电话 | Push-button telephone
程翔 | Cheng Xiang
程颐 | Cheng Yi
稍作 | A slight
稍候 | Wait a moment
稍停 | Briefly stop
稍具 | Somewhat experienced
稍内 | Slightly inside
稍加 | Slightly
稍后 | Later
稍大 | Slightly larger
稍微 | Slightly
稍快 | Slightly faster
稍慢 | Slower
稍晚 | Later
稍白 | Slightly gray
稍稍 | Slightly
稍觉 | Slightly feel
稍许 | A little
稍轻 | Slightly light
稍逊 | Slightly inferior
稍逊风骚 | Slightly less graceful
稍镕则 | When slightly molten
稍长 | Slightly longer
稍降 | Slightly decline
稍高于 | Slightly Above
税关 | Pike
税务 | Taxation
税务局 | Tax bureau
税收 | Tax
税款 | Tax
税法 | Tax law
税费 | Taxes
稚嫩 | Naive
稚气 | infantility
稠密 | Dense
稳中有降 | Steady with a decline
稳住 | Stay stable
稳健 | Steady
稳压器 | Voltage Regulator
稳又准 | Steady and accurate
稳固 | Stable
稳妥 | Reliable
稳学练 | Steady learning
稳定 | Stable
稳定器 | Stabilizer
稳定增长 | Stable growth
稳定性 | Stability
稳定情绪 | Stabilize emotions
稳定物价 | valorization
稳居 | To maintain a position
稳当 | stable
稳态 | Steady state
稳步 | Step by step
稳步前进 | Steady progress
稳步发展 | Steady development
稳稳 | Steadily
稳稳地 | Steadily
稳笛身 | Stabilize the flute body
稳重 | Stable
稻作 | Rice paddies
稻子 | Rice
稻棵 | Rice Plant
稻田 | Rice paddy
稻瘟病 | Rice Blast
稻秧 | Rice Seedlings
稻穗 | Rice Ears
稻米 | Rice
稻草 | Straw
稻草人 | Straw man
稻谷 | Rice Grain
稻鸡角 | Rice chicken
稼先 | Husband of one's sister
稼先时 | 
稽查 | Investigation
稽首 | Bowing
稿件 | rough draft of a document
稿子 | Manuscript
稿纸 | Copy paper
稿要 | Draft
稿酬 | Honorarium
穆尔 | Mur
穆斯 | Mucus
穆斯林 | Muslim
穆旦 | Mudan
穆桂英 | Mu Guiying
穆楚克栋 | Mu Chu Ke Dong
穆河 | Muye River
穆索尔 | Mussorgsky
穆罕默德 | Muhammad
穆阿 | Mula
穗状 | Ear-shaped
穴位 | Acupoint
穴居 | To live in a cave
穴道 | Acupuncture point
穴里 | Inside the cave
究竟 | After all
穷乏 | Poor and destitute
穷人 | Poor person
穷人家 | Poor household
穷儒何 | What about poor scholars?
穷光蛋 | Penniless
穷冬 | Severe winter
穷凶极恶 | Evilest of villains
穷则变 | When one is poor
穷困 | Poor and destitute
穷困潦倒 | Poverty and despair
穷奢极欲 | Extreme extravagance
